age,monthly_income,employment_type,credit_score,existing_credit_cards,avg_monthly_spend,repayment_ratio,missed_payments_last_6m,loan_accounts,location_tier,recommended_credit_limit,spend_to_income_ratio,missed_payment_flag,credit_category,income_category,age_bucket
31,25043.0,Self-Employed,849.0,3,13085.0,1.0,0,0,Tier 1,62606,0.5225012977678393,0,Excellent,Low,Adult
27,82079.0,Self-Employed,682.0,1,48640.0,0.68,3,2,Tier 3,84895,0.5925998123758818,1,Good,High,Young
24,120279.0,Self-Employed,708.0,0,36401.0,0.69,2,3,Tier 2,134378,0.3026380332393851,1,Good,High,Young
35,62603.0,Self-Employed,778.0,2,21509.0,0.55,0,4,Tier 1,121510,0.3435777838122774,1,Excellent,Medium,Adult
40,89850.0,Self-Employed,605.0,1,60426.0,0.52,1,1,Tier 2,95415,0.6725208681135225,1,Fair,High,Adult
40,46995.0,Salaried,716.0,0,21712.0,1.0,2,1,Tier 2,63443,0.4620065964464305,0,Good,Medium,Adult
40,130285.0,Self-Employed,636.0,2,64727.125,0.6,2,4,Tier 1,137097,0.49681179721380053,1,Fair,High,Adult
31,75142.0,Self-Employed,766.0,2,27121.0,0.8,1,2,Tier 1,159479,0.3609299725852386,1,Excellent,Medium,Adult
35,50835.0,Self-Employed,771.0,2,11843.0,0.78,3,0,Tier 3,94345,0.2329694108389889,1,Excellent,Medium,Adult
28,53033.0,Salaried,638.0,3,19277.0,0.91,0,3,Tier 1,75926,0.3634906567608847,0,Fair,Medium,Young
38,54313.0,Salaried,735.0,0,22960.0,0.89,0,2,Tier 2,76832,0.42273488851656144,1,Good,Medium,Adult
28,21517.0,Salaried,872.0,2,7860.0,0.98,0,0,Tier 3,53307,0.3652925593716596,0,Excellent,Low,Young
53,27759.0,Salaried,626.0,2,14695.0,0.69,0,1,Tier 2,35083,0.5293778594329767,1,Fair,Low,Senior
35,86153.0,Salaried,851.0,2,49537.0,0.85,1,1,Tier 3,188312,0.5749886829245644,1,Excellent,High,Adult
42,52727.0,Salaried,720.0,2,24382.0,0.58,0,1,Tier 2,62344,0.46241963320499935,1,Good,Medium,Adult
44,30595.0,Salaried,611.0,0,19978.0,0.65,2,1,Tier 2,33158,0.6529825134825952,1,Fair,Low,Adult
28,37365.0,Self-Employed,663.0,1,23873.0,1.0,0,2,Tier 1,56047,0.638913421651278,0,Fair,Low,Young
34,93869.0,Salaried,796.0,0,23048.0,0.75,0,3,Tier 2,204805,0.24553366926248282,1,Excellent,High,Adult
34,71364.0,Salaried,620.0,3,46060.0,0.71,2,0,Tier 2,80658,0.6454234628103805,1,Fair,Medium,Adult
22,46314.0,Salaried,703.0,1,17545.0,0.86,2,2,Tier 2,57793,0.37882713650300126,1,Good,Medium,Young
25,125890.0,Self-Employed,820.0,1,50681.0,1.0,1,3,Tier 3,298988,0.4025816188736198,0,Excellent,High,Young
44,48781.0,Salaried,797.0,1,32808.0,0.91,0,2,Tier 3,116401,0.6725569381521495,0,Excellent,Medium,Adult
49,92674.0,Self-Employed,761.0,1,51657.0,0.86,0,2,Tier 2,214895,0.5574055290588514,1,Excellent,High,Adult
30,38436.0,Salaried,743.0,2,25154.0,0.76,0,0,Tier 1,50781,0.6544385471953377,1,Excellent,Low,Adult
39,122748.0,Self-Employed,676.0,0,59378.0,0.76,0,1,Tier 2,162318,0.48373904259132533,1,Good,High,Adult
27,15000.0,Salaried,677.0,2,6419.0,0.83,0,1,Tier 1,20628,0.42793333333333333,1,Good,Low,Young
42,46492.0,Salaried,712.0,0,17873.0,0.74,1,1,Tier 2,57240,0.38443173019014026,1,Good,Medium,Adult
26,32286.0,Salaried,670.0,3,6637.0,0.82,0,3,Tier 2,44125,0.2055689772656879,1,Good,Low,Young
35,53677.0,Salaried,859.0,1,37061.0,0.91,0,0,Tier 2,128301,0.6904446969838106,0,Excellent,Medium,Adult
34,25823.0,Salaried,674.0,3,15186.0,0.59,0,0,Tier 1,30884,0.5880803934477017,1,Good,Low,Adult
38,76857.0,Self-Employed,670.0,3,16081.0,0.71,1,2,Tier 3,92607,0.20923273091585673,1,Good,Medium,Adult
44,58342.0,Salaried,641.0,2,16997.0,0.63,1,2,Tier 3,67140,0.2913338589695245,1,Fair,Medium,Adult
35,93730.0,Self-Employed,616.0,0,24257.0,0.68,1,2,Tier 3,111379,0.2587965432625627,1,Fair,High,Adult
39,93376.0,Self-Employed,772.0,1,28128.0,0.86,1,1,Tier 3,205202,0.3012337217272104,1,Excellent,High,Adult
38,80247.0,Self-Employed,701.0,1,50667.0,0.5,1,1,Tier 1,84157,0.6313880892743654,1,Good,High,Adult
29,17657.0,Self-Employed,635.0,3,10273.0,0.68,1,2,Tier 2,20904,0.5818089143116044,1,Fair,Low,Young
43,54596.0,Self-Employed,651.0,2,25643.0,0.65,0,1,Tier 2,67693,0.46968642391383986,1,Fair,Medium,Adult
24,68809.0,Salaried,734.0,3,37856.0,0.78,1,1,Tier 2,86879,0.5501605894577745,1,Good,Medium,Young
36,73008.0,Self-Employed,892.0,3,27123.0,1.0,0,2,Tier 1,182521,0.37150723208415515,0,Excellent,Medium,Adult
31,67183.0,Self-Employed,813.0,0,42615.0,0.83,4,1,Tier 3,120373,0.6343122516112707,1,Excellent,Medium,Adult
31,66371.0,Self-Employed,644.0,3,22802.0,0.74,1,1,Tier 1,81667,0.3435536604842476,1,Fair,Medium,Adult
48,50327.0,Salaried,641.0,1,12225.0,0.73,1,2,Tier 2,61465,0.24291135970751287,1,Fair,Medium,Adult
34,43803.0,Self-Employed,786.0,3,27016.0,0.92,0,2,Tier 2,105164,0.6167614090359108,0,Excellent,Medium,Adult
30,128076.0,Self-Employed,730.0,1,29168.0,0.9,0,1,Tier 2,182104,0.22773977950591837,0,Good,High,Adult
21,48681.0,Salaried,817.0,3,22671.0,0.9,0,4,Tier 3,115770,0.4657053059715289,0,Excellent,Medium,Young
32,21573.0,Salaried,860.0,1,9425.0,1.0,0,0,Tier 2,53932,0.4368887034719325,0,Excellent,Low,Adult
53,37746.0,Salaried,792.0,3,12341.0,0.95,0,0,Tier 3,91863,0.3269485508398241,0,Excellent,Low,Senior
40,69022.0,Salaried,640.0,3,34336.0,0.63,1,3,Tier 3,79312,0.4974645765118368,1,Fair,Medium,Adult
30,20438.0,Self-Employed,861.0,0,13993.0,0.97,1,0,Tier 3,47757,0.6846560328799295,0,Excellent,Low,Adult
25,31900.0,Self-Employed,806.0,2,11484.0,1.0,0,1,Tier 2,79749,0.36,0,Excellent,Low,Young
25,31576.0,Self-Employed,655.0,1,14950.0,0.7,2,4,Tier 3,35434,0.47346085634659235,1,Fair,Low,Young
33,86801.0,Salaried,791.0,1,25807.0,0.94,0,2,Tier 1,209968,0.2973122429465098,0,Excellent,High,Adult
28,43071.0,Salaried,778.0,2,23781.0,0.95,0,1,Tier 3,104882,0.5521348471129066,0,Excellent,Medium,Young
44,104385.0,Self-Employed,821.0,1,52957.0,0.91,1,2,Tier 3,235582,0.5073238492120515,0,Excellent,High,Adult
35,65582.0,Salaried,733.0,1,31037.0,0.66,1,3,Tier 2,76785,0.4732548565155073,1,Good,Medium,Adult
36,76814.0,Self-Employed,726.0,3,25105.0,0.86,0,2,Tier 1,107024,0.3268284427317937,1,Good,Medium,Adult
44,53899.0,Salaried,687.0,2,11695.0,0.75,0,2,Tier 2,70792,0.21697990686283605,1,Good,Medium,Adult
39,81840.0,Salaried,672.0,1,49054.0,0.76,0,5,Tier 1,108069,0.5993890518084066,1,Good,High,Adult
38,15000.0,Self-Employed,688.0,1,6678.0,0.7,2,1,Tier 1,16921,0.4452,1,Good,Low,Adult
28,102673.0,Self-Employed,585.0,1,64727.125,0.7,1,2,Tier 2,123387,0.630420120187391,1,Fair,High,Young
34,29868.0,Salaried,661.0,2,14218.0,0.77,2,0,Tier 2,35059,0.4760278558992902,1,Fair,Low,Adult
23,37017.0,Salaried,688.0,3,22565.0,0.91,0,2,Tier 1,53089,0.6095847853688846,0,Good,Low,Young
48,64886.0,Salaried,804.0,2,37039.0,0.87,0,3,Tier 1,151816,0.5708319205992047,1,Excellent,Medium,Adult
37,80025.0,Self-Employed,757.0,3,30497.0,0.79,2,2,Tier 1,159187,0.3810934083099032,1,Excellent,High,Adult
44,48063.0,Salaried,765.0,2,13757.0,0.81,2,3,Tier 1,96861,0.28622849177121695,1,Excellent,Medium,Adult
33,93279.0,Self-Employed,761.0,1,37272.0,0.96,1,1,Tier 1,217023,0.39957546714694625,0,Excellent,High,Adult
46,30880.0,Salaried,550.0,1,10128.0,0.49,1,0,Tier 2,32216,0.327979274611399,1,Poor,Low,Adult
32,42714.0,Salaried,882.0,2,15949.0,0.99,0,2,Tier 3,106055,0.37339045746125393,0,Excellent,Medium,Adult
34,96227.0,Self-Employed,733.0,2,19818.0,0.6,1,0,Tier 3,107895,0.20595051284982385,1,Good,High,Adult
40,53842.0,Salaried,727.0,3,29437.0,0.82,3,4,Tier 3,61229,0.5467293191189034,1,Good,Medium,Adult
41,54271.0,Salaried,593.0,3,35789.0,0.77,1,0,Tier 1,67979,0.6594497982347847,1,Fair,Medium,Adult
21,58515.0,Self-Employed,671.0,1,36140.0,0.73,1,2,Tier 1,71595,0.6176194138255148,1,Good,Medium,Young
41,69311.0,Self-Employed,705.0,1,22736.0,0.73,0,0,Tier 3,90032,0.3280287400268356,1,Good,Medium,Adult
30,16697.0,Salaried,559.0,2,3887.0,0.76,2,2,Tier 1,19569,0.2327963107144996,1,Poor,Low,Adult
44,22929.0,Self-Employed,653.0,1,12125.0,0.75,0,1,Tier 1,30041,0.5288063151467574,1,Fair,Low,Adult
35,15000.0,Salaried,695.0,1,4732.0,0.76,1,2,Tier 3,18725,0.3154666666666667,1,Good,Low,Adult
37,71336.0,Salaried,583.0,2,48900.0,0.65,0,2,Tier 3,88411,0.6854883929572726,1,Fair,Medium,Adult
22,43955.0,Salaried,762.0,1,14793.0,0.93,0,3,Tier 2,106289,0.33654874303264704,0,Excellent,Medium,Young
44,51774.0,Salaried,802.0,3,30006.0,0.96,0,2,Tier 3,127127,0.5795573067562869,0,Excellent,Medium,Adult
21,61296.0,Salaried,774.0,3,20304.0,0.79,2,2,Tier 2,121535,0.3312451057165231,1,Excellent,Medium,Young
26,96393.0,Self-Employed,679.0,3,34161.0,0.58,0,0,Tier 2,114140,0.3543929538451962,1,Good,High,Young
27,58748.0,Salaried,659.0,0,13745.0,0.73,3,2,Tier 1,63204,0.2339654115884796,1,Fair,Medium,Young
46,85252.0,Self-Employed,750.0,1,17614.0,0.93,0,1,Tier 3,123103,0.20661098859850796,0,Excellent,High,Adult
39,64028.0,Self-Employed,734.0,2,41188.0,0.74,1,0,Tier 3,78777,0.6432810645342663,1,Good,Medium,Adult
35,56517.0,Salaried,735.0,3,35346.0,1.0,1,0,Tier 2,80455,0.6254047454748128,0,Good,Medium,Adult
22,44540.0,Salaried,695.0,2,28119.0,0.84,1,0,Tier 2,58088,0.6313201616524472,1,Good,Medium,Young
29,47876.0,Salaried,691.0,0,9993.0,0.83,1,1,Tier 1,62061,0.20872671066922885,1,Good,Medium,Young
41,92092.0,Self-Employed,669.0,1,38360.0,0.73,1,1,Tier 2,112822,0.41653998175737306,1,Fair,High,Adult
45,30546.0,Salaried,598.0,0,6392.0,0.58,0,3,Tier 2,36134,0.2092581680089046,1,Fair,Low,Adult
41,84192.0,Self-Employed,638.0,3,42605.0,0.64,2,1,Tier 1,90952,0.5060457050551121,1,Fair,High,Adult
43,105907.0,Self-Employed,698.0,1,24006.0,0.81,2,2,Tier 2,128177,0.22667056946188638,1,Good,High,Adult
40,46344.0,Salaried,650.0,1,16345.0,0.7,2,2,Tier 1,52233,0.35268858967719663,1,Fair,Medium,Adult
46,53385.0,Salaried,659.0,0,26409.0,0.63,1,1,Tier 2,61231,0.4946895195279573,1,Fair,Medium,Adult
42,70991.0,Self-Employed,827.0,3,31798.0,0.85,1,1,Tier 2,155276,0.44791593300559224,1,Excellent,Medium,Adult
31,49802.0,Self-Employed,854.0,3,28837.0,1.0,0,1,Tier 3,124505,0.5790329705634312,0,Excellent,Medium,Adult
39,15109.0,Salaried,664.0,1,9860.0,0.7,0,1,Tier 1,19280,0.6525911708253359,1,Fair,Low,Adult
38,53974.0,Salaried,757.0,0,17878.0,0.94,0,1,Tier 2,130819,0.33123355689776557,0,Excellent,Medium,Adult
40,85023.0,Salaried,673.0,1,24770.0,0.9,0,2,Tier 1,120962,0.2913329334415393,0,Good,High,Adult
41,72262.0,Self-Employed,658.0,0,46580.0,0.62,3,2,Tier 1,71338,0.6445988209570729,1,Fair,Medium,Adult
32,36969.0,Salaried,725.0,3,14762.0,0.88,0,1,Tier 3,51996,0.3993075279288052,1,Good,Low,Adult
21,97163.0,Self-Employed,504.5,2,49612.0,0.34,0,4,Tier 2,97828,0.5106058890730011,1,Poor,High,Young
39,52384.0,Salaried,661.0,3,30290.0,0.92,1,1,Tier 1,71474,0.5782299938912645,0,Fair,Medium,Adult
37,50624.0,Self-Employed,623.0,1,26460.0,0.86,0,1,Tier 2,70494,0.5226769911504425,1,Fair,Medium,Adult
35,15000.0,Self-Employed,634.0,1,6179.0,0.77,2,4,Tier 3,17691,0.4119333333333333,1,Fair,Low,Adult
25,66227.0,Self-Employed,550.0,1,23739.0,0.49,0,0,Tier 3,73891,0.3584489709635043,1,Poor,Medium,Young
34,51670.0,Self-Employed,783.0,2,10436.0,0.78,1,1,Tier 1,108211,0.2019740661892781,1,Excellent,Medium,Adult
35,15000.0,Salaried,772.0,1,6716.0,0.81,0,2,Tier 1,34014,0.4477333333333333,1,Excellent,Low,Adult
27,60895.0,Self-Employed,879.0,2,39575.0,0.85,1,1,Tier 3,133304,0.6498891534608753,1,Excellent,Medium,Young
33,55583.0,Salaried,707.0,2,14709.0,0.75,4,0,Tier 3,56235,0.26463127215155713,1,Good,Medium,Adult
43,63520.0,Self-Employed,746.0,3,19263.0,0.76,0,1,Tier 3,83956,0.3032588161209068,1,Excellent,Medium,Adult
32,83767.0,Self-Employed,824.0,3,40752.0,0.74,1,1,Tier 3,171801,0.4864922941014958,1,Excellent,High,Adult
22,62361.0,Salaried,747.0,3,22439.0,0.98,0,1,Tier 1,92407,0.3598242491300653,0,Excellent,Medium,Young
21,70572.0,Self-Employed,825.0,2,45361.0,0.97,0,1,Tier 1,173711,0.6427620019271099,0,Excellent,Medium,Young
42,35158.0,Salaried,731.0,0,10108.0,0.84,2,3,Tier 2,43164,0.287502133227146,1,Good,Low,Adult
39,71867.0,Salaried,633.0,2,48550.0,0.74,2,0,Tier 1,82777,0.6755534529060626,1,Fair,Medium,Adult
29,63315.0,Salaried,900.0,1,19573.0,0.95,0,2,Tier 3,154397,0.3091368554055121,0,Excellent,Medium,Young
39,42603.0,Salaried,738.0,0,18041.0,0.74,0,2,Tier 2,55725,0.423467830903927,1,Good,Medium,Adult
34,65639.0,Salaried,714.0,1,42711.0,0.7,0,0,Tier 3,83463,0.6506954706805406,1,Good,Medium,Adult
29,111037.0,Self-Employed,583.0,0,26082.0,0.57,0,2,Tier 1,130731,0.23489467474805695,1,Fair,High,Young
26,48184.0,Self-Employed,706.0,2,26391.0,0.7,0,3,Tier 3,61466,0.5477129337539433,1,Good,Medium,Young
31,84874.0,Self-Employed,682.0,3,40818.0,0.7,1,3,Tier 1,101640,0.48092466479722884,1,Good,High,Adult
21,110436.0,Self-Employed,792.0,1,38245.0,0.81,0,2,Tier 2,250531,0.3463091745445326,1,Excellent,High,Young
31,56787.0,Salaried,768.0,1,12399.0,1.0,0,3,Tier 1,141968,0.2183422262137461,0,Excellent,Medium,Adult
38,88824.0,Salaried,727.0,2,22730.0,0.65,1,1,Tier 2,103330,0.25589930649374043,1,Good,High,Adult
26,50381.0,Salaried,768.0,3,30191.0,0.82,0,2,Tier 1,114377,0.599253686905778,1,Excellent,Medium,Young
49,66603.0,Salaried,749.0,2,42297.0,0.67,2,1,Tier 2,73258,0.6350614837169497,1,Excellent,Medium,Adult
42,81386.0,Salaried,695.0,2,19041.0,0.7,0,3,Tier 2,103807,0.2339591575946723,1,Good,High,Adult
37,40284.0,Salaried,669.0,0,18441.0,0.6,1,3,Tier 2,45282,0.45777479892761397,1,Fair,Medium,Adult
32,43718.0,Salaried,740.0,0,14039.0,0.87,0,5,Tier 3,61384,0.3211263095292557,1,Excellent,Medium,Adult
33,64052.0,Self-Employed,730.0,3,18340.0,0.81,3,4,Tier 2,72741,0.2863298569911947,1,Good,Medium,Adult
45,88327.0,Self-Employed,723.0,0,57516.0,0.76,2,3,Tier 2,103377,0.6511712160494526,1,Good,High,Adult
33,42099.0,Salaried,744.0,0,10131.0,0.83,2,1,Tier 2,51504,0.2406470462481294,1,Excellent,Medium,Adult
31,37735.0,Salaried,683.0,3,24272.0,0.69,0,1,Tier 1,47853,0.6432224725056314,1,Good,Low,Adult
44,44133.0,Salaried,684.0,2,15400.0,0.55,1,0,Tier 2,48111,0.34894523372533026,1,Good,Medium,Adult
28,50615.0,Self-Employed,778.0,1,21778.0,1.0,1,2,Tier 1,120209,0.4302677072014225,0,Excellent,Medium,Young
28,100815.0,Self-Employed,784.0,3,59479.0,0.61,0,2,Tier 3,202515,0.5899816495561176,1,Excellent,High,Young
30,30716.0,Salaried,744.0,1,7906.0,0.84,0,2,Tier 1,42284,0.2573902851933846,1,Excellent,Low,Adult
49,49428.0,Salaried,687.0,1,15785.0,0.83,0,0,Tier 3,67680,0.31935340292951364,1,Good,Medium,Adult
37,76359.0,Salaried,673.0,0,35045.0,0.81,1,0,Tier 2,97973,0.4589504838984272,1,Good,Medium,Adult
38,54810.0,Self-Employed,799.0,2,18428.0,1.0,1,0,Tier 1,130173,0.33621601897463965,0,Excellent,Medium,Adult
30,76785.0,Self-Employed,738.0,0,27997.0,0.85,0,0,Tier 1,106288,0.3646154847952074,1,Good,Medium,Adult
51,40711.0,Salaried,787.0,0,12136.0,0.68,1,1,Tier 1,80227,0.2981012502763381,1,Excellent,Medium,Senior
44,93494.0,Self-Employed,750.0,2,36129.0,0.81,1,3,Tier 1,119874,0.38643121483731574,1,Excellent,High,Adult
40,40835.0,Self-Employed,726.0,0,16165.0,0.65,0,2,Tier 1,50475,0.39586139341251375,1,Good,Medium,Adult
37,85137.0,Self-Employed,785.0,3,34306.0,0.88,0,4,Tier 3,199568,0.4029505385437589,1,Excellent,High,Adult
34,66288.0,Self-Employed,779.0,2,42087.0,0.9,1,2,Tier 3,149454,0.6349112961622013,0,Excellent,Medium,Adult
39,36744.0,Salaried,653.0,2,24066.0,0.7,3,2,Tier 1,38600,0.6549640757674723,1,Fair,Low,Adult
28,15000.0,Self-Employed,679.0,2,6768.0,0.87,0,2,Tier 3,21084,0.4512,1,Good,Low,Young
51,46865.0,Self-Employed,773.0,2,13984.0,0.8,1,4,Tier 3,99398,0.2983889896511256,1,Excellent,Medium,Senior
41,42215.0,Self-Employed,623.0,1,22171.0,0.77,2,0,Tier 3,49793,0.5251924671325359,1,Fair,Medium,Adult
32,28120.0,Self-Employed,749.0,2,8553.0,0.81,0,2,Tier 3,38196,0.3041607396870555,1,Excellent,Low,Adult
33,57860.0,Self-Employed,561.0,3,23580.0,0.72,0,1,Tier 2,74693,0.40753543034911854,1,Poor,Medium,Adult
30,51626.0,Salaried,684.0,0,24620.0,0.65,1,0,Tier 1,59924,0.4768914887847209,1,Good,Medium,Adult
31,69075.0,Salaried,893.0,0,23245.0,0.94,1,0,Tier 3,158508,0.33651827723488964,0,Excellent,Medium,Adult
32,91498.0,Self-Employed,697.0,1,20577.0,0.69,0,0,Tier 1,116067,0.22489016153358543,1,Good,High,Adult
21,66403.0,Salaried,682.0,2,38478.0,0.7,0,0,Tier 3,84433,0.5794617713055134,1,Good,Medium,Young
25,53540.0,Salaried,749.0,0,34683.0,0.76,1,2,Tier 2,66706,0.6477960403436683,1,Excellent,Medium,Young
37,57215.0,Salaried,725.0,1,20813.0,0.79,2,1,Tier 1,68108,0.3637682425937254,1,Good,Medium,Adult
44,83417.0,Self-Employed,694.0,0,51541.0,0.82,0,2,Tier 3,113710,0.617871656856516,1,Good,High,Adult
22,130640.625,Self-Employed,689.0,2,28842.0,0.72,1,2,Tier 1,163767,0.2207735916756369,1,Good,High,Young
47,80076.0,Salaried,728.0,1,49588.0,0.63,1,2,Tier 2,92022,0.6192617013836855,1,Good,High,Adult
32,56699.0,Salaried,847.0,2,21610.0,1.0,0,3,Tier 2,141746,0.38113546976137147,0,Excellent,Medium,Adult
44,111463.0,Self-Employed,724.0,0,53148.0,0.81,1,4,Tier 1,143025,0.4768219050267802,1,Good,High,Adult
41,21467.0,Salaried,759.0,3,14396.0,0.67,1,0,Tier 3,42240,0.6706107048027204,1,Excellent,Low,Adult
37,23690.0,Salaried,720.0,1,12539.0,0.82,1,3,Tier 3,30603,0.5292950612072604,1,Good,Low,Adult
33,130133.0,Self-Employed,712.0,1,32636.0,0.74,0,0,Tier 2,169457,0.2507895768175636,1,Good,High,Adult
33,27506.0,Salaried,597.0,0,11905.0,0.5,1,1,Tier 2,28800,0.43281465861993745,1,Fair,Low,Adult
36,47245.0,Salaried,602.0,3,32330.0,0.7,0,1,Tier 2,60251,0.6843052174833316,1,Fair,Medium,Adult
43,78414.0,Self-Employed,667.0,2,20913.0,0.74,0,1,Tier 3,102569,0.26669982401101844,1,Fair,Medium,Adult
36,103703.0,Self-Employed,774.0,2,60984.0,1.0,0,1,Tier 1,259257,0.5880639904342208,0,Excellent,High,Adult
48,23755.0,Salaried,774.0,2,9939.0,0.82,0,0,Tier 2,54144,0.4183961271311303,1,Excellent,Low,Adult
44,42252.0,Self-Employed,741.0,2,27972.0,0.72,1,2,Tier 1,51434,0.6620278330019881,1,Excellent,Medium,Adult
38,91143.0,Self-Employed,649.0,0,47655.0,0.86,0,2,Tier 1,126971,0.522859682038116,1,Fair,High,Adult
42,69456.0,Self-Employed,743.0,2,22796.0,0.82,1,2,Tier 3,89769,0.32820778622437224,1,Excellent,Medium,Adult
40,61833.0,Self-Employed,573.0,1,42949.0,0.6,1,0,Tier 1,69751,0.6945967363705464,1,Poor,Medium,Adult
40,36588.0,Self-Employed,827.0,2,13060.0,0.81,1,0,Tier 3,78398,0.3569476331037499,1,Excellent,Low,Adult
40,38238.0,Salaried,735.0,0,12859.0,0.99,0,0,Tier 3,57002,0.3362885088132225,0,Good,Low,Adult
23,47571.0,Salaried,748.0,2,12025.0,0.83,1,1,Tier 1,61770,0.2527800550755713,1,Excellent,Medium,Young
22,75808.0,Self-Employed,675.0,1,19714.0,0.78,2,2,Tier 2,89600,0.26005170958210216,1,Good,Medium,Young
30,49538.0,Self-Employed,812.0,3,25589.0,0.92,0,2,Tier 2,118599,0.51655294925108,0,Excellent,Medium,Adult
41,51795.0,Salaried,767.0,1,14640.0,0.89,0,0,Tier 1,122580,0.282652765710976,1,Excellent,Medium,Adult
33,50563.0,Salaried,900.0,2,22489.0,0.86,1,2,Tier 2,111081,0.4447718687577873,1,Excellent,Medium,Adult
21,80511.0,Self-Employed,675.0,1,21269.0,0.88,0,0,Tier 3,113527,0.26417508166585935,1,Good,High,Young
30,92728.0,Self-Employed,652.0,0,43029.0,0.57,1,0,Tier 3,102090,0.4640345958070917,1,Fair,High,Adult
38,35250.0,Salaried,748.0,3,9214.0,0.67,1,0,Tier 2,41395,0.2613900709219858,1,Excellent,Low,Adult
34,75409.0,Self-Employed,643.0,0,44528.0,0.73,1,3,Tier 2,92266,0.59048654669867,1,Fair,Medium,Adult
34,104463.0,Self-Employed,724.0,3,54937.0,0.78,0,1,Tier 2,139201,0.5258991221772302,1,Good,High,Adult
36,38736.0,Salaried,663.0,1,23878.0,0.81,0,0,Tier 1,52648,0.6164291615035109,1,Fair,Low,Adult
21,106941.0,Self-Employed,743.0,0,23662.0,0.71,2,2,Tier 1,121183,0.22126219130174582,1,Excellent,High,Young
29,15000.0,Self-Employed,636.0,2,5167.0,0.76,2,1,Tier 1,17537,0.34446666666666664,1,Fair,Low,Young
30,72944.0,Salaried,658.0,1,31145.0,0.67,2,1,Tier 1,80352,0.42697137530160123,1,Fair,Medium,Adult
39,41380.0,Salaried,700.0,2,25452.0,0.74,0,1,Tier 2,53931,0.6150797486708555,1,Good,Medium,Adult
21,74829.0,Salaried,721.0,0,36733.0,0.82,1,2,Tier 3,96514,0.4908925683892609,1,Good,Medium,Young
26,81122.0,Salaried,739.0,2,50299.0,0.87,0,3,Tier 3,114028,0.6200414190971623,1,Good,High,Young
23,19051.0,Self-Employed,615.0,1,6386.0,0.59,2,3,Tier 3,19832,0.33520550102356833,1,Fair,Low,Young
35,36716.0,Self-Employed,857.0,3,7640.0,0.93,0,1,Tier 1,88778,0.20808366924501578,0,Excellent,Low,Adult
22,66309.0,Self-Employed,746.0,0,32001.0,0.66,0,2,Tier 3,82765,0.4826041713794508,1,Excellent,Medium,Young
28,65907.0,Self-Employed,657.0,0,44351.0,0.66,0,4,Tier 3,82015,0.6729330723595369,1,Fair,Medium,Young
23,39566.0,Self-Employed,725.0,1,27532.0,0.9,0,2,Tier 1,56454,0.6958499721983521,0,Good,Low,Young
30,66102.0,Salaried,629.0,0,43039.0,0.83,1,1,Tier 2,85791,0.6510998154367492,1,Fair,Medium,Adult
35,43145.0,Salaried,900.0,3,15336.0,0.87,0,0,Tier 2,101120,0.3554525437478271,1,Excellent,Medium,Adult
37,33313.0,Salaried,701.0,3,20020.0,0.8,1,1,Tier 3,42355,0.600966589619668,1,Good,Low,Adult
33,90681.0,Salaried,752.0,1,28732.0,0.59,0,2,Tier 2,180260,0.31684696904533477,1,Excellent,High,Adult
21,84936.0,Salaried,555.0,1,40670.0,0.6,1,3,Tier 3,95385,0.4788311199020439,1,Poor,High,Young
31,53982.0,Self-Employed,754.0,3,15498.0,0.87,0,4,Tier 1,125866,0.2870956985661887,1,Excellent,Medium,Adult
27,89520.0,Self-Employed,754.0,1,60007.0,0.77,0,2,Tier 2,198570,0.6703194816800715,1,Excellent,High,Young
32,30334.0,Salaried,625.0,0,14603.0,0.64,0,0,Tier 1,37412,0.4814070020439111,1,Fair,Low,Adult
27,59176.0,Self-Employed,821.0,1,33920.0,1.0,2,1,Tier 2,133145,0.573205353521698,0,Excellent,Medium,Young
36,87803.0,Self-Employed,685.0,2,43153.0,0.78,2,3,Tier 3,104026,0.491475234331401,1,Good,High,Adult
43,15000.0,Self-Employed,663.0,3,9269.0,0.66,0,0,Tier 3,18665,0.6179333333333333,1,Fair,Low,Adult
42,15000.0,Self-Employed,800.0,1,9475.0,1.0,0,1,Tier 2,37500,0.6316666666666667,0,Excellent,Low,Adult
23,68439.0,Salaried,788.0,1,27288.0,0.89,1,0,Tier 1,152819,0.3987200280541796,1,Excellent,Medium,Young
37,90870.0,Self-Employed,646.0,3,28515.0,0.72,1,1,Tier 1,110479,0.31379993397160777,1,Fair,High,Adult
38,18861.0,Self-Employed,713.0,1,10888.0,0.72,1,2,Tier 3,22946,0.5772758602407083,1,Good,Low,Adult
35,102040.0,Self-Employed,608.0,0,42684.0,0.59,2,0,Tier 1,106431,0.41830654645237164,1,Fair,High,Adult
44,83524.0,Self-Employed,736.0,2,50593.0,0.84,0,0,Tier 2,115511,0.6057300895550979,1,Good,High,Adult
40,87012.0,Salaried,767.0,2,59333.0,0.86,0,1,Tier 2,202745,0.681894451340045,1,Excellent,High,Adult
33,67712.0,Salaried,862.0,2,30062.0,0.92,1,1,Tier 3,154317,0.44396857277882795,0,Excellent,Medium,Adult
43,83590.0,Self-Employed,759.0,3,47095.0,0.91,0,2,Tier 1,199152,0.563404713482474,0,Excellent,High,Adult
47,25349.0,Salaried,868.0,2,12843.0,0.99,0,2,Tier 2,63112,0.5066472050179495,0,Excellent,Low,Adult
